County or equivalent,State or equivalent,Population (2019 estimate),Core Based Statistical Area
Berrien,Michigan,"153,401","Niles-Benton Harbor, MI Metropolitan Statistical Area"
Branch,Michigan,"43,517","Coldwater, MI Micropolitan Statistical Area"
Calhoun,Michigan,"134,159","Battle Creek, MI Metropolitan Statistical Area"
Cass,Michigan,"51,787","South Bend-Mishawaka, IN-MI Metropolitan Statistical Area"
Charlevoix,Michigan,"26,143",
Cheboygan,Michigan,"25,276",
Chippewa,Michigan,"37,349","Sault Ste. Marie, MI Micropolitan Statistical Area"
Clare,Michigan,"30,950",
Clinton,Michigan,"79,595","Lansing-East Lansing, MI Metropolitan Statistical Area"
Crawford,Michigan,"14,029",
Delta,Michigan,"35,784","Escanaba, MI Micropolitan Statistical Area"
Dickinson,Michigan,"25,239","Iron Mountain, MI-WI Micropolitan Statistical Area"
Eaton,Michigan,"110,268","Lansing-East Lansing, MI Metropolitan Statistical Area"
Emmet,Michigan,"33,415",
Genesee,Michigan,"405,813","Flint, MI Metropolitan Statistical Area"
Gladwin,Michigan,"25,449",
Gogebic,Michigan,"13,975",
Grand Traverse,Michigan,"93,088","Traverse City, MI Micropolitan Statistical Area"
Gratiot,Michigan,"40,711","Alma, MI Micropolitan Statistical Area"
Hillsdale,Michigan,"45,605","Hillsdale, MI Micropolitan Statistical Area"
Houghton,Michigan,"35,684","Houghton, MI Micropolitan Statistical Area"
Huron,Michigan,"30,981",
Ingham,Michigan,"292,406","Lansing-East Lansing, MI Metropolitan Statistical Area"
Ionia,Michigan,"64,697","Ionia, MI Micropolitan Statistical Area"
Iosco,Michigan,"25,127",
Iron,Michigan,"11,066",
Isabella,Michigan,"69,872","Mount Pleasant, MI Micropolitan Statistical Area"
Jackson,Michigan,"158,510","Jackson, MI Metropolitan Statistical Area"
Kalamazoo,Michigan,"265,066","Kalamazoo-Portage, MI Metropolitan Statistical Area"
Kalkaska,Michigan,"18,038","Traverse City, MI Micropolitan Statistical Area"
Kent,Michigan,"656,955","Grand Rapids-Wyoming, MI Metropolitan Statistical Area"
Keweenaw,Michigan,"2,116","Houghton, MI Micropolitan Statistical Area"
Lake,Michigan,"11,853",
Lapeer,Michigan,"87,607","Detroit-Warren-Dearborn, MI Metropolitan Statistical Area"
Leelanau,Michigan,"21,761","Traverse City, MI Micropolitan Statistical Area"
Lenawee,Michigan,"98,451","Adrian, MI Micropolitan Statistical Area"
Livingston,Michigan,"191,995","Detroit-Warren-Dearborn, MI Metropolitan Statistical Area"
Luce,Michigan,"6,229",
Mackinac,Michigan,"10,799",
Macomb,Michigan,"873,972","Detroit-Warren-Dearborn, MI Metropolitan Statistical Area"
Manistee,Michigan,"24,558",
Marquette,Michigan,"66,699","Marquette, MI Micropolitan Statistical Area"
Mason,Michigan,"29,144","Ludington, MI Micropolitan Statistical Area"
Mecosta,Michigan,"43,453","Big Rapids, MI Micropolitan Statistical Area"
Menominee,Michigan,"22,780","Marinette, WI-MI Micropolitan Statistical Area"
Midland,Michigan,"83,156","Midland, MI Metropolitan Statistical Area"
Missaukee,Michigan,"15,118","Cadillac, MI Micropolitan Statistical Area"
Monroe,Michigan,"150,500","Monroe, MI Metropolitan Statistical Area"
Montcalm,Michigan,"63,888","Grand Rapids-Wyoming, MI Metropolitan Statistical Area"
Montmorency,Michigan,"9,328",
Muskegon,Michigan,"173,566","Muskegon, MI Metropolitan Statistical Area"
Newaygo,Michigan,"48,980",
Oakland,Michigan,"1,257,584","Detroit-Warren-Dearborn, MI Metropolitan Statistical Area"
Oceana,Michigan,"26,467",
Ogemaw,Michigan,"20,997",
Ontonagon,Michigan,"5,720",
Osceola,Michigan,"23,460",
Oscoda,Michigan,"8,241",
Otsego,Michigan,"24,668",
Ottawa,Michigan,"291,830","Grand Rapids-Wyoming, MI Metropolitan Statistical Area"
Presque Isle,Michigan,"12,592",
Roscommon,Michigan,"24,019",
Saginaw,Michigan,"190,539","Saginaw, MI Metropolitan Statistical Area"
St. Clair,Michigan,"159,128","Detroit-Warren-Dearborn, MI Metropolitan Statistical Area"
St. Joseph,Michigan,"60,964","Sturgis, MI Micropolitan Statistical Area"
Sanilac,Michigan,"41,170",
Schoolcraft,Michigan,"8,094",
Shiawassee,Michigan,"68,122","Owosso, MI Micropolitan Statistical Area"
Tuscola,Michigan,"52,245",
Van Buren,Michigan,"75,677","Kalamazoo-Portage, MI Metropolitan Statistical Area"
Washtenaw,Michigan,"367,601","Ann Arbor, MI Metropolitan Statistical Area"
Wayne,Michigan,"1,749,343","Detroit-Warren-Dearborn, MI Metropolitan Statistical Area"
Wexford,Michigan,"33,631","Cadillac, MI Micropolitan Statistical Area"
Aitkin,Minnesota,"15,886",
Anoka,Minnesota,"356,921","Minneapolis-St. Paul-Bloomington, MN-WI Metropolitan Statistical Area"
Becker,Minnesota,"34,423",
Beltrami,Minnesota,"47,188","Bemidji, MN Micropolitan Statistical Area"
Benton,Minnesota,"40,889","St. Cloud, MN Metropolitan Statistical Area"
Big Stone,Minnesota,"4,991",
Blue Earth,Minnesota,"67,653","Mankato-North Mankato, MN Metropolitan Statistical Area"
Brown,Minnesota,"25,008","New Ulm, MN Micropolitan Statistical Area"
Carlton,Minnesota,"35,871","Duluth, MN-WI Metropolitan Statistical Area"
Carver,Minnesota,"105,089","Minneapolis-St. Paul-Bloomington, MN-WI Metropolitan Statistical Area"
Cass,Minnesota,"29,779","Brainerd, MN Micropolitan Statistical Area"
Chippewa,Minnesota,"11,800",
Chisago,Minnesota,"56,579","Minneapolis-St. Paul-Bloomington, MN-WI Metropolitan Statistical Area"
Clay,Minnesota,"64,222","Fargo, ND-MN Metropolitan Statistical Area"
Clearwater,Minnesota,"8,818",
Cook,Minnesota,"5,463",
Cottonwood,Minnesota,"11,196",
Crow Wing,Minnesota,"65,055","Brainerd, MN Micropolitan Statistical Area"
Dakota,Minnesota,"429,021","Minneapolis-St. Paul-Bloomington, MN-WI Metropolitan Statistical Area"
Dodge,Minnesota,"20,934","Rochester, MN Metropolitan Statistical Area"
Douglas,Minnesota,"38,141","Alexandria, MN Micropolitan Statistical Area"
Faribault,Minnesota,"13,653",
Fillmore,Minnesota,"21,067","Rochester, MN Metropolitan Statistical Area"
Freeborn,Minnesota,"30,281","Albert Lea, MN Micropolitan Statistical Area"
Goodhue,Minnesota,"46,340","Red Wing, MN Micropolitan Statistical Area"
Grant,Minnesota,"5,972",
Hennepin,Minnesota,"1,265,843","Minneapolis-St. Paul-Bloomington, MN-WI Metropolitan Statistical Area"
Houston,Minnesota,"18,600","La Crosse-Onalaska, WI-MN Metropolitan Statistical Area"
Hubbard,Minnesota,"21,491",
Isanti,Minnesota,"40,596","Minneapolis-St. Paul-Bloomington, MN-WI Metropolitan Statistical Area"
Itasca,Minnesota,"45,130",
Jackson,Minnesota,"9,846",
Kanabec,Minnesota,"16,337",
Kandiyohi,Minnesota,"43,199","Willmar, MN Micropolitan Statistical Area"
Kittson,Minnesota,"4,298",
Koochiching,Minnesota,"12,229",
Lac qui Parle,Minnesota,"6,623",
Lake,Minnesota,"10,641",
Lake of the Woods,Minnesota,"3,740",
Le Sueur,Minnesota,"28,887","Minneapolis-St. Paul-Bloomington, MN-WI Metropolitan Statistical Area"
Lincoln,Minnesota,"5,639",
Lyon,Minnesota,"25,474","Marshall, MN Micropolitan Statistical Area"
McLeod,Minnesota,"35,893","Hutchinson, MN Micropolitan Statistical Area"
Mahnomen,Minnesota,"5,527",
Marshall,Minnesota,"9,336",
Martin,Minnesota,"19,683",
Meeker,Minnesota,"23,222",
Mille Lacs,Minnesota,"26,277","Minneapolis-St. Paul-Bloomington, MN-WI Metropolitan Statistical Area"
Morrison,Minnesota,"33,386",
Mower,Minnesota,"40,062","Austin, MN Micropolitan Statistical Area"
Murray,Minnesota,"8,194",
Nicollet,Minnesota,"34,274","Mankato-North Mankato, MN Metropolitan Statistical Area"
Nobles,Minnesota,"21,629","Worthington, MN Micropolitan Statistical Area"
Norman,Minnesota,"6,375",
Olmsted,Minnesota,"158,293","Rochester, MN Metropolitan Statistical Area"
Otter Tail,Minnesota,"58,746","Fergus Falls, MN Micropolitan Statistical Area"
Pennington,Minnesota,"14,119",
Pine,Minnesota,"29,579",
Pipestone,Minnesota,"9,126",
Polk,Minnesota,"31,364","Grand Forks, ND-MN Metropolitan Statistical Area"
Pope,Minnesota,"11,249",
Ramsey,Minnesota,"550,321","Minneapolis-St. Paul-Bloomington, MN-WI Metropolitan Statistical Area"
Red Lake,Minnesota,"4,055",
Redwood,Minnesota,"15,170",
Renville,Minnesota,"14,548",
Rice,Minnesota,"66,972","Faribault-Northfield, MN Micropolitan Statistical Area"
Rock,Minnesota,"9,315",
Roseau,Minnesota,"15,165",
St. Louis,Minnesota,"199,070","Duluth, MN-WI Metropolitan Statistical Area"
Scott,Minnesota,"149,013","Minneapolis-St. Paul-Bloomington, MN-WI Metropolitan Statistical Area"
Sherburne,Minnesota,"97,238","Minneapolis-St. Paul-Bloomington, MN-WI Metropolitan Statistical Area"
Sibley,Minnesota,"14,865","Minneapolis-St. Paul-Bloomington, MN-WI Metropolitan Statistical Area"
Stearns,Minnesota,"161,075","St. Cloud, MN Metropolitan Statistical Area"
Steele,Minnesota,"36,649","Owatonna, MN Micropolitan Statistical Area"
Stevens,Minnesota,"9,805",
Swift,Minnesota,"9,266",
Todd,Minnesota,"24,664",
Traverse,Minnesota,"3,259",
Wabasha,Minnesota,"21,627","Rochester, MN Metropolitan Statistical Area"
Wadena,Minnesota,"13,682",
Waseca,Minnesota,"18,612",
Washington,Minnesota,"262,440","Minneapolis-St. Paul-Bloomington, MN-WI Metropolitan Statistical Area"
Watonwan,Minnesota,"10,897",
Wilkin,Minnesota,"6,207","Wahpeton, ND-MN Micropolitan Statistical Area"
Winona,Minnesota,"50,484","Winona, MN Micropolitan Statistical Area"
Wright,Minnesota,"138,377","Minneapolis-St. Paul-Bloomington, MN-WI Metropolitan Statistical Area"
Yellow Medicine,Minnesota,"9,709",
Adams,Mississippi,"30,693","Natchez, MS-LA Micropolitan Statistical Area"
Alcorn,Mississippi,"36,953","Corinth, MS Micropolitan Statistical Area"
Amite,Mississippi,"12,297","McComb, MS Micropolitan Statistical Area"
Attala,Mississippi,"18,174",
Benton,Mississippi,"8,259","Memphis, TN-MS-AR Metropolitan Statistical Area"
Bolivar,Mississippi,"30,628","Cleveland, MS Micropolitan Statistical Area"
Calhoun,Mississippi,"14,361",
Carroll,Mississippi,"9,947","Greenwood, MS Micropolitan Statistical Area"
Chickasaw,Mississippi,"17,103",
Choctaw,Mississippi,"8,210",
Claiborne,Mississippi,"8,988","Vicksburg, MS Micropolitan Statistical Area"
Clarke,Mississippi,"15,541","Meridian, MS Micropolitan Statistical Area"
Clay,Mississippi,"19,316",
Coahoma,Mississippi,"22,124","Clarksdale, MS Micropolitan Statistical Area"
Copiah,Mississippi,"28,065","Jackson, MS Metropolitan Statistical Area"
Covington,Mississippi,"18,636",
DeSoto,Mississippi,"184,945","Memphis, TN-MS-AR Metropolitan Statistical Area"
Forrest,Mississippi,"74,897","Hattiesburg, MS Metropolitan Statistical Area"
Franklin,Mississippi,"7,713",
George,Mississippi,"24,500",
Greene,Mississippi,"13,586",
Grenada,Mississippi,"20,758","Grenada, MS Micropolitan Statistical Area"
Hancock,Mississippi,"47,632","Gulfport-Biloxi-Pascagoula, MS Metropolitan Statistical Area"
Harrison,Mississippi,"208,080","Gulfport-Biloxi-Pascagoula, MS Metropolitan Statistical Area"
Hinds,Mississippi,"231,840","Jackson, MS Metropolitan Statistical Area"
Holmes,Mississippi,"17,010",
Humphreys,Mississippi,"8,064",
Issaquena,Mississippi,"1,327",
Itawamba,Mississippi,"23,390","Tupelo, MS Micropolitan Statistical Area"
Jackson,Mississippi,"143,617","Gulfport-Biloxi-Pascagoula, MS Metropolitan Statistical Area"
Jasper,Mississippi,"16,383","Laurel, MS Micropolitan Statistical Area"
Jefferson,Mississippi,"6,990",
Jefferson Davis,Mississippi,"11,128",
Jones,Mississippi,"68,098","Laurel, MS Micropolitan Statistical Area"
Kemper,Mississippi,"9,742","Meridian, MS Micropolitan Statistical Area"
Lafayette,Mississippi,"54,019","Oxford, MS Micropolitan Statistical Area"
Lamar,Mississippi,"63,343","Hattiesburg, MS Metropolitan Statistical Area"
Lauderdale,Mississippi,"74,125","Meridian, MS Micropolitan Statistical Area"
Lawrence,Mississippi,"12,586",
Leake,Mississippi,"22,786",
Lee,Mississippi,"85,436","Tupelo, MS Micropolitan Statistical Area"
Leflore,Mississippi,"28,183","Greenwood, MS Micropolitan Statistical Area"
Lincoln,Mississippi,"34,153","Brookhaven, MS Micropolitan Statistical Area"
Lowndes,Mississippi,"58,595","Columbus, MS Micropolitan Statistical Area"
Madison,Mississippi,"106,272","Jackson, MS Metropolitan Statistical Area"
Marion,Mississippi,"24,573",
Marshall,Mississippi,"35,294","Memphis, TN-MS-AR Metropolitan Statistical Area"
Monroe,Mississippi,"35,252",
Montgomery,Mississippi,"9,775",
Neshoba,Mississippi,"29,118",
Newton,Mississippi,"21,018",
Noxubee,Mississippi,"10,417",
Oktibbeha,Mississippi,"49,587","Starkville, MS Micropolitan Statistical Area"
Panola,Mississippi,"34,192",
Pearl River,Mississippi,"55,535","Picayune, MS Micropolitan Statistical Area"
Perry,Mississippi,"11,973","Hattiesburg, MS Metropolitan Statistical Area"
Pike,Mississippi,"39,288","McComb, MS Micropolitan Statistical Area"
Pontotoc,Mississippi,"32,174","Tupelo, MS Micropolitan Statistical Area"
Prentiss,Mississippi,"25,126",
Quitman,Mississippi,"6,792",
Rankin,Mississippi,"155,271","Jackson, MS Metropolitan Statistical Area"
Scott,Mississippi,"28,124",
Sharkey,Mississippi,"4,321",
Simpson,Mississippi,"26,658","Jackson, MS Metropolitan Statistical Area"
Smith,Mississippi,"15,916",
Stone,Mississippi,"18,336",
Sunflower,Mississippi,"25,110","Indianola, MS Micropolitan Statistical Area"
Tallahatchie,Mississippi,"13,809",
Tate,Mississippi,"28,321","Memphis, TN-MS-AR Metropolitan Statistical Area"
Tippah,Mississippi,"22,015",
Tishomingo,Mississippi,"19,383",
Tunica,Mississippi,"9,632","Memphis, TN-MS-AR Metropolitan Statistical Area"
Union,Mississippi,"28,815",
Walthall,Mississippi,"14,286",
Warren,Mississippi,"45,381","Vicksburg, MS Micropolitan Statistical Area"
Washington,Mississippi,"43,909","Greenville, MS Micropolitan Statistical Area"
Wayne,Mississippi,"20,183",
Webster,Mississippi,"9,689",
Wilkinson,Mississippi,"8,630",
Winston,Mississippi,"17,955",
Yalobusha,Mississippi,"12,108",
Yazoo,Mississippi,"29,690","Jackson, MS Metropolitan Statistical Area"
Adair,Missouri,"25,343","Kirksville, MO Micropolitan Statistical Area"
Andrew,Missouri,"17,712","St. Joseph, MO-KS Metropolitan Statistical Area"
Atchison,Missouri,"5,143",
Audrain,Missouri,"25,388","Mexico, MO Micropolitan Statistical Area"
Barry,Missouri,"35,789",
Barton,Missouri,"11,754",
Bates,Missouri,"16,172","Kansas City, MO-KS Metropolitan Statistical Area"
Benton,Missouri,"19,443",
Bollinger,Missouri,"12,133","Cape Girardeau, MO-IL Metropolitan Statistical Area"
Boone,Missouri,"180,463","Columbia, MO Metropolitan Statistical Area"
Buchanan,Missouri,"87,364","St. Joseph, MO-KS Metropolitan Statistical Area"
Butler,Missouri,"42,478","Poplar Bluff, MO Micropolitan Statistical Area"
Caldwell,Missouri,"9,020","Kansas City, MO-KS Metropolitan Statistical Area"
Callaway,Missouri,"44,743","Jefferson City, MO Metropolitan Statistical Area"
Camden,Missouri,"46,305",
Cape Girardeau,Missouri,"78,871","Cape Girardeau, MO-IL Metropolitan Statistical Area"
Carroll,Missouri,"8,679",
Carter,Missouri,"5,982",
Cass,Missouri,"105,780","Kansas City, MO-KS Metropolitan Statistical Area"
Cedar,Missouri,"14,349",
Chariton,Missouri,"7,426",
Christian,Missouri,"88,595","Springfield, MO Metropolitan Statistical Area"
Clark,Missouri,"6,797","Fort Madison-Keokuk, IA-IL-MO Micropolitan Statistical Area"
Clay,Missouri,"249,948","Kansas City, MO-KS Metropolitan Statistical Area"
Clinton,Missouri,"20,387","Kansas City, MO-KS Metropolitan Statistical Area"
Cole,Missouri,"76,745","Jefferson City, MO Metropolitan Statistical Area"
Cooper,Missouri,"17,709",
Crawford,Missouri,"23,920",
Dade,Missouri,"7,561",
Dallas,Missouri,"16,878","Springfield, MO Metropolitan Statistical Area"
Daviess,Missouri,"8,278",
DeKalb,Missouri,"12,547","St. Joseph, MO-KS Metropolitan Statistical Area"
Dent,Missouri,"15,573",
Douglas,Missouri,"13,185",
Dunklin,Missouri,"29,131","Kennett, MO Micropolitan Statistical Area"
Franklin,Missouri,"103,967","St. Louis, MO-IL Metropolitan Statistical Area"
Gasconade,Missouri,"14,706",
Gentry,Missouri,"6,571",
Greene,Missouri,"293,086","Springfield, MO Metropolitan Statistical Area"
Grundy,Missouri,"9,850",
Harrison,Missouri,"8,352",
Henry,Missouri,"21,824",
Hickory,Missouri,"9,544",
Holt,Missouri,"4,403",
Howard,Missouri,"10,001",
Howell,Missouri,"40,117","West Plains, MO Micropolitan Statistical Area"
Iron,Missouri,"10,125",
Jackson,Missouri,"703,011","Kansas City, MO-KS Metropolitan Statistical Area"
Jasper,Missouri,"121,328","Joplin, MO Metropolitan Statistical Area"
Jefferson,Missouri,"225,081","St. Louis, MO-IL Metropolitan Statistical Area"
Johnson,Missouri,"54,062","Warrensburg, MO Micropolitan Statistical Area"
Knox,Missouri,"3,959",
Laclede,Missouri,"35,723","Lebanon, MO Micropolitan Statistical Area"
Lafayette,Missouri,"32,708","Kansas City, MO-KS Metropolitan Statistical Area"
Lawrence,Missouri,"38,355",
Lewis,Missouri,"9,776","Quincy, IL-MO Micropolitan Statistical Area"
Lincoln,Missouri,"59,013","St. Louis, MO-IL Metropolitan Statistical Area"
Linn,Missouri,"11,920",
Livingston,Missouri,"15,227",
McDonald,Missouri,"22,837","Fayetteville-Springdale-Rogers, AR-MO Metropolitan Statistical Area"
Macon,Missouri,"15,117",
Madison,Missouri,"12,088",
Maries,Missouri,"8,697",
Marion,Missouri,"28,530","Hannibal, MO Micropolitan Statistical Area"
Mercer,Missouri,"3,617",
Miller,Missouri,"25,619",
Mississippi,Missouri,"13,180",
Moniteau,Missouri,"16,132","Jefferson City, MO Metropolitan Statistical Area"
Monroe,Missouri,"8,644",
Montgomery,Missouri,"11,551",
Morgan,Missouri,"20,627",
New Madrid,Missouri,"17,076",
Newton,Missouri,"58,236","Joplin, MO Metropolitan Statistical Area"
Nodaway,Missouri,"22,092","Maryville, MO Micropolitan Statistical Area"
Oregon,Missouri,"10,529",
Osage,Missouri,"13,615","Jefferson City, MO Metropolitan Statistical Area"
Ozark,Missouri,"9,174",
Pemiscot,Missouri,"15,805",
Perry,Missouri,"19,136",
Pettis,Missouri,"42,339","Sedalia, MO Micropolitan Statistical Area"
Phelps,Missouri,"44,573","Rolla, MO Micropolitan Statistical Area"
Pike,Missouri,"18,302",
Platte,Missouri,"104,418","Kansas City, MO-KS Metropolitan Statistical Area"
Polk,Missouri,"32,149","Springfield, MO Metropolitan Statistical Area"
Pulaski,Missouri,"52,607","Fort Leonard Wood, MO Micropolitan Statistical Area"
Putnam,Missouri,"4,696",
Ralls,Missouri,"10,309","Hannibal, MO Micropolitan Statistical Area"
Randolph,Missouri,"24,748","Moberly, MO Micropolitan Statistical Area"
Ray,Missouri,"23,018","Kansas City, MO-KS Metropolitan Statistical Area"
Reynolds,Missouri,"6,270",
Ripley,Missouri,"13,288",
St. Charles,Missouri,"402,022","St. Louis, MO-IL Metropolitan Statistical Area"
St. Clair,Missouri,"9,397",
Ste. Genevieve,Missouri,"17,894",
St. Francois,Missouri,"67,215","Farmington, MO Micropolitan Statistical Area"
St. Louis,Missouri,"994,205","St. Louis, MO-IL Metropolitan Statistical Area"
Saline,Missouri,"22,761","Marshall, MO Micropolitan Statistical Area"
Schuyler,Missouri,"4,660","Kirksville, MO Micropolitan Statistical Area"
Scotland,Missouri,"4,902",
Scott,Missouri,"38,280","Sikeston, MO Micropolitan Statistical Area"
Shannon,Missouri,"8,166",
Shelby,Missouri,"5,930",
Stoddard,Missouri,"29,025",
Stone,Missouri,"31,952","Branson, MO Micropolitan Statistical Area"
Sullivan,Missouri,"6,089",
Taney,Missouri,"55,928","Branson, MO Micropolitan Statistical Area"
Texas,Missouri,"25,398",
Vernon,Missouri,"20,563",
Warren,Missouri,"35,649","St. Louis, MO-IL Metropolitan Statistical Area"
Washington,Missouri,"24,730",
Wayne,Missouri,"12,873",
Webster,Missouri,"39,592","Springfield, MO Metropolitan Statistical Area"
Worth,Missouri,"2,013",
Wright,Missouri,"18,289",
"St. Louis, City of[t]",Missouri,"300,576","St. Louis, MO-IL Metropolitan Statistical Area"
Beaverhead,Montana,"9,453",
Big Horn,Montana,"13,319",
Blaine,Montana,"6,681",
Broadwater,Montana,"6,237",
Carbon,Montana,"10,725","Billings, MT Metropolitan Statistical Area"
Carter,Montana,"1,252",
Cascade,Montana,"81,366","Great Falls, MT Metropolitan Statistical Area"
Chouteau,Montana,"5,635",
Custer,Montana,"11,402",
Daniels,Montana,"1,690",
Dawson,Montana,"8,613",
Deer Lodge,Montana,"9,140",
Fallon,Montana,"2,846",
Fergus,Montana,"11,050",
Flathead,Montana,"103,806","Kalispell, MT Micropolitan Statistical Area"
Gallatin,Montana,"114,434","Bozeman, MT Micropolitan Statistical Area"
Garfield,Montana,"1,258",
Glacier,Montana,"13,753",
Golden Valley,Montana,821,"Billings, MT Metropolitan Statistical Area"
